"nr_num_patients_phone_std","d_completed","cd_regio"
"5","2020-04-01","VLA"
"5","2020-04-01","VLA"
"10","2020-04-01","VLA"
"5","2020-04-01","VLA"
"5","2020-04-01","VLA"
"10","2020-04-01","VLA"
"8","2020-04-01","WAL"
"10","2020-04-01","VLA"
"10","2020-04-01","VLA"
"10","2020-04-01","VLA"
"5","2020-04-01","VLA"
"10","2020-04-01","VLA"
"10","2020-04-01","VLA"
"15","2020-04-01","WAL"
"15","2020-04-01","WAL"
"15","2020-04-01","BRU"
"10","2020-04-01","VLA"
"5","2020-04-01","VLA"
"8","2020-04-01","VLA"
"15","2020-04-01","VLA"
"10","2020-04-01","VLA"
"7","2020-04-01","VLA"
"14","2020-04-01","BRU"
"10","2020-04-01","WAL"
"15","2020-04-01","VLA"
"10","2020-04-01","WAL"
"3","2020-04-01","VLA"
"3","2020-04-01","WAL"
"10","2020-04-01","VLA"
"5","2020-04-01","VLA"
"5","2020-04-01","BRU"
"10","2020-04-01","VLA"
"5","2020-04-01","VLA"
"5","2020-04-01","WAL"
"5","2020-04-01","VLA"
"15","2020-04-01","VLA"
"5","2020-04-01","BRU"
"10","2020-04-01","WAL"
"10","2020-04-01","WAL"
"15","2020-04-01","VLA"
"10","2020-04-01","VLA"
"25","2020-04-01","VLA"
"10","2020-04-01","VLA"
"10","2020-04-01","WAL"
"10","2020-04-01","VLA"
"12","2020-04-01","BRU"
"6","2020-04-01","VLA"
"15","2020-04-01","VLA"
"15","2020-04-01","VLA"
"5","2020-04-01","VLA"
"5","2020-04-01","VLA"
"10","2020-04-01","VLA"
"5","2020-04-01","VLA"
"5","2020-04-01","VLA"
"30","2020-04-01","WAL"
"9","2020-04-01","VLA"
"5","2020-04-01","VLA"
"15","2020-04-01","WAL"
"3","2020-04-01","VLA"
"20","2020-04-01","VLA"
"10","2020-04-01","VLA"
"10","2020-04-01","WAL"
"5","2020-04-01","VLA"
"10","2020-04-01","VLA"
"20","2020-04-01","VLA"
"10","2020-04-01","VLA"
"10","2020-04-01","VLA"
"5","2020-04-01","VLA"
"5","2020-04-01","VLA"
"10","2020-04-01","WAL"
"20","2020-04-01","WAL"
"20","2020-04-01","VLA"
"10","2020-04-01","VLA"
"15","2020-04-01","VLA"
"6","2020-04-01","VLA"
"50","2020-04-01","WAL"
"5","2020-04-01","VLA"
"5","2020-04-01","VLA"
"10","2020-04-01","VLA"
"7","2020-04-01","VLA"
"20","2020-04-01","VLA"
"20","2020-04-01","VLA"
"5","2020-04-01","VLA"
"5","2020-04-01","BRU"
"5","2020-04-01","VLA"
"15","2020-04-01","VLA"
"15","2020-04-01","BRU"
"5","2020-04-01","VLA"
"10","2020-04-01","VLA"
"5","2020-04-01","VLA"
"25","2020-04-01","VLA"
"5","2020-04-01","VLA"
"15","2020-04-01","VLA"
"5","2020-04-01","VLA"
"10","2020-04-01","WAL"
"15","2020-04-01","VLA"
"8","2020-04-01","VLA"
"5","2020-04-01","VLA"
"5","2020-04-01","VLA"
"50","2020-04-01","BRU"
"10","2020-04-01","VLA"
"5","2020-04-01","VLA"
"12","2020-04-01","VLA"
"10","2020-04-01","VLA"
"12","2020-04-01","VLA"
"25","2020-04-01","WAL"
"30","2020-04-01","WAL"
"10","2020-04-01","VLA"
"6","2020-04-01","BRU"
"6","2020-04-01","VLA"
"5","2020-04-01","VLA"
"15","2020-04-01","WAL"
"3","2020-04-01","WAL"
"8","2020-04-01","VLA"
"8","2020-04-01","VLA"
"0","2020-04-01","VLA"
"5","2020-04-01","BRU"
"3","2020-04-01","VLA"
"10","2020-04-01","VLA"
"10","2020-04-01","BRU"
"15","2020-04-01","VLA"
"20","2020-04-01","WAL"
"14","2020-04-01","WAL"
"5","2020-04-01","VLA"
"10","2020-04-01","VLA"
"5","2020-04-01","VLA"
"15","2020-04-01","BRU"
"15","2020-04-01","WAL"
"10","2020-04-01","VLA"
"15","2020-04-01","VLA"
"5","2020-04-01","WAL"
"15","2020-04-01","VLA"
"15","2020-04-01","VLA"
"10","2020-04-01","VLA"
"30","2020-04-01","WAL"
"15","2020-04-01","WAL"
"40","2020-04-01","WAL"
"8","2020-04-01","VLA"
"8","2020-04-01","VLA"
"3","2020-04-01","VLA"
"15","2020-04-01","WAL"
"10","2020-04-01","VLA"
"5","2020-04-01","VLA"
"15","2020-04-01","VLA"
"10","2020-04-01","WAL"
"30","2020-04-01","BRU"
"10","2020-04-01","VLA"
"10","2020-04-01","VLA"
"30","2020-04-01","VLA"
"2","2020-04-01","VLA"
"10","2020-04-01","WAL"
"10","2020-04-01","BRU"
"20","2020-04-01","WAL"
"35","2020-04-01","WAL"
"30","2020-04-01","VLA"
"10","2020-04-01","BRU"
"7","2020-04-01","WAL"
"5","2020-04-01","WAL"
"5","2020-04-01","VLA"
"8","2020-04-01","VLA"
"11","2020-04-01","VLA"
"10","2020-04-01","VLA"
"10","2020-04-01","VLA"
"3","2020-04-01","WAL"
"10","2020-04-01","BRU"
"30","2020-04-01","BRU"
"10","2020-04-01","WAL"
"20","2020-04-01","BRU"
"10","2020-04-01","VLA"
"2","2020-04-01","VLA"
"5","2020-04-01","VLA"
"25","2020-04-01","VLA"
"10","2020-04-01","VLA"
"10","2020-04-01","VLA"
"4","2020-04-01","VLA"
"15","2020-04-01","VLA"
"3","2020-04-01","VLA"
"20","2020-04-01","WAL"
"10","2020-04-01","VLA"
"5","2020-04-01","VLA"
"10","2020-04-01","VLA"
"5","2020-04-01","VLA"
"10","2020-04-01","VLA"
"5","2020-04-01","BRU"
"10","2020-04-01","WAL"
"10","2020-04-01","VLA"
"10","2020-04-01","VLA"
"10","2020-04-01","VLA"
"5","2020-04-01","WAL"
"5","2020-04-01","VLA"
"20","2020-04-01","VLA"
"3","2020-04-01","WAL"
"30","2020-04-01","VLA"
"10","2020-04-01","VLA"
"5","2020-04-01","WAL"
"5","2020-04-01","VLA"
"20","2020-04-01","WAL"
"3","2020-04-01","VLA"
"10","2020-04-01","VLA"
"15","2020-04-01","VLA"
"15","2020-04-01","VLA"
"5","2020-04-01","VLA"
"3","2020-04-01","VLA"
"30","2020-04-01","WAL"
"30","2020-04-01","WAL"
"2","2020-04-02","VLA"
"7","2020-04-02","VLA"
"4","2020-04-02","VLA"
"15","2020-04-02","WAL"
"10","2020-04-02","VLA"
"3","2020-04-02","VLA"
"20","2020-04-02","VLA"
"10","2020-04-02","VLA"
"10","2020-04-02","WAL"
"2","2020-04-02","VLA"
"120","2020-04-02","WAL"
"30","2020-04-02","WAL"
"24","2020-04-02","WAL"
"15","2020-04-02","WAL"
"20","2020-04-02","BRU"
"10","2020-04-02","VLA"
"15","2020-04-02","WAL"
"10","2020-04-02","VLA"
"10","2020-04-02","WAL"
"20","2020-04-02","WAL"
"10","2020-04-02","BRU"
"5","2020-04-02","VLA"
"5","2020-04-02","VLA"
"10","2020-04-02","WAL"
"2","2020-04-02","VLA"
"3","2020-04-02","VLA"
"5","2020-04-02","VLA"
"10","2020-04-02","VLA"
"25","2020-04-02","WAL"
"10","2020-04-02","VLA"
"3","2020-04-02","VLA"
"0","2020-04-02","VLA"
"3","2020-04-02","VLA"
"20","2020-04-02","BRU"
"10","2020-04-02","VLA"
"15","2020-04-02","VLA"
"5","2020-04-02","WAL"
"5","2020-04-02","WAL"
"15","2020-04-02","VLA"
"45","2020-04-02","VLA"
"10","2020-04-02","VLA"
"20","2020-04-02","BRU"
"10","2020-04-02","VLA"
"10","2020-04-02","VLA"
"20","2020-04-02","BRU"
"15","2020-04-02","WAL"
"5","2020-04-02","VLA"
"5","2020-04-02","VLA"
"3","2020-04-02","BRU"
"15","2020-04-02","WAL"
"3","2020-04-02","VLA"
"10","2020-04-02","WAL"
"10","2020-04-02","VLA"
"2","2020-04-02","VLA"
"10","2020-04-02","VLA"
"10","2020-04-02","VLA"
"9","2020-04-02","WAL"
"10","2020-04-02","VLA"
"6","2020-04-02","VLA"
"3","2020-04-02","VLA"
"5","2020-04-02","VLA"
"5","2020-04-02","VLA"
"0","2020-04-02","BRU"
"5","2020-04-02","VLA"
"15","2020-04-02","WAL"
"30","2020-04-02","WAL"
"20","2020-04-02","WAL"
"10","2020-04-02","WAL"
"15","2020-04-02","VLA"
"15","2020-04-02","WAL"
"10","2020-04-02","VLA"
"50","2020-04-02","WAL"
"10","2020-04-02","VLA"
"10","2020-04-02","WAL"
"20","2020-04-02","WAL"
"6","2020-04-02","WAL"
"5","2020-04-02","VLA"
"5","2020-04-02","VLA"
"45","2020-04-02","WAL"
"3","2020-04-02","BRU"
"20","2020-04-02","WAL"
"10","2020-04-02","VLA"
"20","2020-04-02","WAL"
"3","2020-04-02","VLA"
"6","2020-04-02","VLA"
"15","2020-04-02","VLA"
"10","2020-04-02","VLA"
"22","2020-04-02","WAL"
"10","2020-04-02","VLA"
"10","2020-04-02","WAL"
"8","2020-04-02","BRU"
"10","2020-04-02","BRU"
"18","2020-04-02","VLA"
"20","2020-04-02","BRU"
"6","2020-04-02","VLA"
"10","2020-04-02","VLA"
"15","2020-04-02","BRU"
"20","2020-04-02","VLA"
"0","2020-04-02","VLA"
"25","2020-04-02","WAL"
"10","2020-04-02","VLA"
"30","2020-04-02","WAL"
"4","2020-04-02","BRU"
"13","2020-04-02","VLA"
"20","2020-04-02","VLA"
"20","2020-04-02","WAL"
"2","2020-04-02","WAL"
"5","2020-04-02","VLA"
"20","2020-04-02","VLA"
"7","2020-04-02","VLA"
"5","2020-04-02","VLA"
"20","2020-04-02","BRU"
"15","2020-04-02","BRU"
"10","2020-04-02","VLA"
"10","2020-04-02","BRU"
"10","2020-04-02","VLA"
"25","2020-04-02","WAL"
"40","2020-04-02","WAL"
"20","2020-04-02","BRU"
"10","2020-04-02","VLA"
"10","2020-04-02","WAL"
"15","2020-04-02","WAL"
"30","2020-04-02","WAL"
"20","2020-04-02","BRU"
"10","2020-04-02","WAL"
"4","2020-04-02","VLA"
"6","2020-04-02","VLA"
"10","2020-04-02","WAL"
"8","2020-04-02","VLA"
"5","2020-04-02","VLA"
"10","2020-04-02","WAL"
"25","2020-04-02","WAL"
"0","2020-04-02","VLA"
"5","2020-04-02","VLA"
"20","2020-04-02","BRU"
"10","2020-04-02","WAL"
"10","2020-04-02","VLA"
"10","2020-04-02","VLA"
"3","2020-04-02","VLA"
"20","2020-04-02","WAL"
"8","2020-04-02","VLA"
"20","2020-04-02","VLA"
"15","2020-04-02","BRU"
"5","2020-04-02","WAL"
"6","2020-04-02","VLA"
"35","2020-04-02","VLA"
"35","2020-04-02","WAL"
"5","2020-04-02","WAL"
"5","2020-04-02","VLA"
"15","2020-04-02","WAL"
"15","2020-04-02","WAL"
"5","2020-04-02","VLA"
"15","2020-04-02","VLA"
"15","2020-04-02","WAL"
"5","2020-04-02","WAL"
"2","2020-04-02","WAL"
"30","2020-04-02","WAL"
"10","2020-04-02","VLA"
"10","2020-04-02","VLA"
"8","2020-04-02","VLA"
"40","2020-04-02","BRU"
"10","2020-04-02","BRU"
"20","2020-04-02","BRU"
"10","2020-04-02","WAL"
"14","2020-04-02","VLA"
"7","2020-04-02","WAL"
"15","2020-04-02","VLA"
"10","2020-04-02","VLA"
"20","2020-04-03","VLA"
"10","2020-04-03","VLA"
"6","2020-04-03","VLA"
"6","2020-04-03","VLA"
"10","2020-04-03","VLA"
"10","2020-04-03","WAL"
"10","2020-04-03","VLA"
"25","2020-04-03","VLA"
"40","2020-04-03","WAL"
"5","2020-04-03","WAL"
"10","2020-04-03","VLA"
"20","2020-04-03","VLA"
"10","2020-04-03","VLA"
"15","2020-04-03","WAL"
"12","2020-04-03","WAL"
"25","2020-04-03","WAL"
"15","2020-04-03","VLA"
"30","2020-04-03","VLA"
"10","2020-04-03","BRU"
"20","2020-04-03","WAL"
"15","2020-04-03","VLA"
"5","2020-04-03","VLA"
"12","2020-04-03","VLA"
"20","2020-04-03","WAL"
"15","2020-04-03","VLA"
"2","2020-04-03","BRU"
"10","2020-04-03","VLA"
"10","2020-04-03","VLA"
"15","2020-04-03","BRU"
"10","2020-04-03","VLA"
"15","2020-04-03","WAL"
"5","2020-04-03","VLA"
"0","2020-04-03","VLA"
"15","2020-04-03","WAL"
"10","2020-04-03","VLA"
"10","2020-04-03","VLA"
"20","2020-04-03","BRU"
"0","2020-04-03","VLA"
"20","2020-04-03","WAL"
"10","2020-04-03","VLA"
"5","2020-04-03","VLA"
"20","2020-04-03","WAL"
"50","2020-04-03","VLA"
"2","2020-04-03","VLA"
"4","2020-04-03","VLA"
"20","2020-04-03","WAL"
"20","2020-04-03","WAL"
"10","2020-04-04","WAL"
"15","2020-04-04","WAL"
"10","2020-04-04","VLA"
"10","2020-04-04","WAL"
"10","2020-04-04","WAL"
"10","2020-04-04","VLA"
"12","2020-04-04","VLA"
"15","2020-04-04","BRU"
"20","2020-04-04","WAL"
"0","2020-04-04","BRU"
"5","2020-04-04","VLA"
"20","2020-04-04","WAL"
"10","2020-04-04","VLA"
"10","2020-04-04","VLA"
"10","2020-04-04","VLA"
"10","2020-04-04","BRU"
"0","2020-04-05","VLA"
"20","2020-04-05","WAL"
"5","2020-04-05","VLA"
"0","2020-04-05","VLA"
"5","2020-04-06","VLA"
"15","2020-04-06","VLA"
"10","2020-04-06","VLA"
"5","2020-04-06","VLA"
"10","2020-04-06","VLA"
"15","2020-04-06","VLA"
"3","2020-04-06","VLA"
"20","2020-04-06","VLA"
"20","2020-04-06","VLA"
"15","2020-04-06","VLA"
"10","2020-04-06","WAL"
"20","2020-04-06","VLA"
"10","2020-04-06","VLA"
"6","2020-04-06","VLA"
"6","2020-04-06","VLA"
"30","2020-04-06","VLA"
"10","2020-04-06","VLA"
"5","2020-04-06","BRU"
"10","2020-04-06","VLA"
"3","2020-04-06","VLA"
"5","2020-04-06","VLA"
"5","2020-04-06","VLA"
"10","2020-04-06","VLA"
"10","2020-04-06","WAL"
"2","2020-04-06","BRU"
"10","2020-04-06","WAL"
"5","2020-04-06","VLA"
"10","2020-04-06","VLA"
"12","2020-04-06","VLA"
"5","2020-04-06","VLA"
"10","2020-04-06","VLA"
"3","2020-04-06","VLA"
"5","2020-04-06","VLA"
"12","2020-04-06","VLA"
".5","2020-04-06","VLA"
"10","2020-04-06","VLA"
"10","2020-04-06","VLA"
"10","2020-04-06","VLA"
"10","2020-04-06","VLA"
"20","2020-04-06","WAL"
"6","2020-04-06","VLA"
"8","2020-04-06","VLA"
"6","2020-04-06","VLA"
"5","2020-04-06","VLA"
"4","2020-04-06","VLA"
"0","2020-04-06","VLA"
"10","2020-04-06","BRU"
"4","2020-04-06","VLA"
"30","2020-04-06","VLA"
"8","2020-04-06","WAL"
"10","2020-04-06","BRU"
"5","2020-04-06","VLA"
"2","2020-04-06","VLA"
"10","2020-04-06","BRU"
"15","2020-04-06","VLA"
"2","2020-04-06","VLA"
"20","2020-04-06","VLA"
"8","2020-04-06","VLA"
"20","2020-04-06","VLA"
"15","2020-04-06","VLA"
"0","2020-04-06","VLA"
"10","2020-04-06","BRU"
"15","2020-04-06","WAL"
"2","2020-04-06","VLA"
"10","2020-04-06","WAL"
"12","2020-04-06","VLA"
"0","2020-04-06","VLA"
"10","2020-04-06","VLA"
"5","2020-04-06","VLA"
"20","2020-04-06","VLA"
"7","2020-04-06","VLA"
"5","2020-04-06","VLA"
"15","2020-04-06","VLA"
"35","2020-04-06","VLA"
"10","2020-04-06","WAL"
"5","2020-04-06","VLA"
"6","2020-04-06","VLA"
"15","2020-04-06","VLA"
"20","2020-04-06","BRU"
"3","2020-04-06","VLA"
"7","2020-04-06","VLA"
"10","2020-04-06","VLA"
"15","2020-04-06","VLA"
"15","2020-04-06","VLA"
"10","2020-04-06","VLA"
"2","2020-04-06","VLA"
"7","2020-04-06","VLA"
"10","2020-04-06","BRU"
"5","2020-04-06","VLA"
"10","2020-04-06","VLA"
"6","2020-04-06","VLA"
"15","2020-04-06","VLA"
"5","2020-04-06","VLA"
"8","2020-04-06","VLA"
"6","2020-04-06","VLA"
"5","2020-04-06","VLA"
"3","2020-04-06","VLA"
"5","2020-04-06","VLA"
"5","2020-04-06","VLA"
"10","2020-04-06","VLA"
"5","2020-04-06","VLA"
"5","2020-04-06","VLA"
"30","2020-04-06","VLA"
"10","2020-04-06","VLA"
"8","2020-04-06","VLA"
"15","2020-04-06","VLA"
"10","2020-04-06","WAL"
"6","2020-04-06","VLA"
"5","2020-04-06","VLA"
"10","2020-04-06","VLA"
"5","2020-04-06","VLA"
"10","2020-04-06","WAL"
"30","2020-04-06","VLA"
"10","2020-04-06","VLA"
"4","2020-04-06","VLA"
"10","2020-04-06","VLA"
"10","2020-04-06","VLA"
"20","2020-04-06","VLA"
"30","2020-04-06","VLA"
"2","2020-04-06","VLA"
"4","2020-04-06","VLA"
"20","2020-04-06","VLA"
"5","2020-04-06","WAL"
"5","2020-04-06","VLA"
"5","2020-04-06","VLA"
"5","2020-04-06","VLA"
"10","2020-04-06","VLA"
"10","2020-04-06","VLA"
"20","2020-04-06","VLA"
"8","2020-04-06","VLA"
"6","2020-04-06","WAL"
"15","2020-04-06","WAL"
"5","2020-04-06","VLA"
"10","2020-04-06","VLA"
"5","2020-04-06","VLA"
"15","2020-04-06","VLA"
"4","2020-04-06","VLA"
"4","2020-04-06","VLA"
"10","2020-04-06","VLA"
"5","2020-04-06","VLA"
"10","2020-04-06","VLA"
"5","2020-04-06","VLA"
"5","2020-04-06","VLA"
"5","2020-04-06","VLA"
"10","2020-04-06","VLA"
"10","2020-04-06","VLA"
"15","2020-04-06","VLA"
"15","2020-04-06","VLA"
"7","2020-04-06","VLA"
"20","2020-04-06","BRU"
"3","2020-04-06","VLA"
"10","2020-04-06","VLA"
"6","2020-04-06","VLA"
"10","2020-04-06","VLA"
"0","2020-04-06","BRU"
"10","2020-04-06","VLA"
"2","2020-04-06","VLA"
"10","2020-04-06","VLA"
"15","2020-04-06","WAL"
"10","2020-04-06","BRU"
"5","2020-04-06","VLA"
"5","2020-04-06","VLA"
"15","2020-04-06","VLA"
"20","2020-04-06","BRU"
"6","2020-04-06","VLA"
"3","2020-04-06","VLA"
"15","2020-04-06","VLA"
"5","2020-04-06","VLA"
"10","2020-04-06","BRU"
"5","2020-04-06","VLA"
"5","2020-04-06","VLA"
"15","2020-04-06","WAL"
"20","2020-04-06","VLA"
"10","2020-04-06","WAL"
"12","2020-04-06","VLA"
"5","2020-04-06","VLA"
"7","2020-04-06","VLA"
"15","2020-04-06","WAL"
"10","2020-04-06","VLA"
"20","2020-04-06","BRU"
"8","2020-04-06","BRU"
"5","2020-04-06","VLA"
"10","2020-04-06","VLA"
"15","2020-04-06","VLA"
"20","2020-04-06","VLA"
"4","2020-04-06","VLA"
"80","2020-04-06","VLA"
"5","2020-04-06","VLA"
"5","2020-04-06","VLA"
"60","2020-04-06","VLA"
"10","2020-04-06","VLA"
"15","2020-04-06","VLA"
"15","2020-04-06","VLA"
"7","2020-04-06","VLA"
"20","2020-04-06","VLA"
"5","2020-04-06","VLA"
"15","2020-04-06","VLA"
"10","2020-04-06","WAL"
"2","2020-04-06","VLA"
"1","2020-04-06","VLA"
"2","2020-04-06","VLA"
"15","2020-04-06","VLA"
"10","2020-04-06","WAL"
"15","2020-04-06","VLA"
"40","2020-04-06","VLA"
"15","2020-04-06","VLA"
"3","2020-04-06","VLA"
"0","2020-04-06","VLA"
"10","2020-04-06","WAL"
"10","2020-04-06","VLA"
"5","2020-04-06","VLA"
"10","2020-04-06","VLA"
"5","2020-04-06","WAL"
"20","2020-04-06","VLA"
"15","2020-04-06","VLA"
"8","2020-04-06","VLA"
"5","2020-04-06","VLA"
"5","2020-04-06","VLA"
"5","2020-04-06","VLA"
"0","2020-04-06","VLA"
"5","2020-04-06","BRU"
"2","2020-04-06","VLA"
"5","2020-04-06","VLA"
"15","2020-04-06","VLA"
"10","2020-04-06","VLA"
"10","2020-04-06","VLA"
"10","2020-04-06","VLA"
"10","2020-04-06","VLA"
"5","2020-04-06","VLA"
"20","2020-04-06","BRU"
"5","2020-04-06","BRU"
"20","2020-04-06","BRU"
"4","2020-04-06","VLA"
"10","2020-04-06","VLA"
"5","2020-04-06","VLA"
"10","2020-04-06","VLA"
"5","2020-04-06","VLA"
"10","2020-04-06","VLA"
"5","2020-04-06","VLA"
"3","2020-04-06","VLA"
"10","2020-04-06","WAL"
"10","2020-04-06","VLA"
"15","2020-04-06","VLA"
"2","2020-04-06","VLA"
"3","2020-04-06","VLA"
"0","2020-04-06","BRU"
"0","2020-04-06","VLA"
"25","2020-04-07","VLA"
"16","2020-04-07","BRU"
"10","2020-04-07","VLA"
"10","2020-04-07","VLA"
"6","2020-04-07","BRU"
"20","2020-04-07","WAL"
"4","2020-04-07","VLA"
"6","2020-04-07","VLA"
"15","2020-04-07","VLA"
"10","2020-04-07","BRU"
"5","2020-04-07","VLA"
"10","2020-04-07","VLA"
"2","2020-04-07","VLA"
"5","2020-04-07","VLA"
"10","2020-04-07","VLA"
"5","2020-04-07","VLA"
"10","2020-04-07","VLA"
"3","2020-04-07","VLA"
"5","2020-04-07","BRU"
"10","2020-04-07","VLA"
"5","2020-04-07","VLA"
"0","2020-04-07","VLA"
"10","2020-04-07","VLA"
"5","2020-04-07","VLA"
"5","2020-04-07","BRU"
"15","2020-04-07","VLA"
"5","2020-04-07","VLA"
"5","2020-04-07","VLA"
"15","2020-04-07","VLA"
"30","2020-04-07","VLA"
"5","2020-04-07","VLA"
"3","2020-04-07","VLA"
"25","2020-04-07","VLA"
"30","2020-04-07","VLA"
"0","2020-04-07","BRU"
"0","2020-04-07","VLA"
"5","2020-04-07","VLA"
"20","2020-04-07","VLA"
"5","2020-04-07","VLA"
"15","2020-04-07","VLA"
"2","2020-04-07","VLA"
"0","2020-04-07","BRU"
"5","2020-04-07","VLA"
"5","2020-04-07","VLA"
"5","2020-04-07","VLA"
"25","2020-04-07","BRU"
"30","2020-04-07","VLA"
"15","2020-04-07","VLA"
"20","2020-04-07","BRU"
"2","2020-04-07","VLA"
"3","2020-04-07","VLA"
"5","2020-04-07","WAL"
"40","2020-04-07","WAL"
"15","2020-04-08","BRU"
"8","2020-04-08","VLA"
"30","2020-04-08","VLA"
"10","2020-04-08","VLA"
"8","2020-04-08","WAL"
"5","2020-04-08","VLA"
"10","2020-04-08","VLA"
"10","2020-04-08","VLA"
"30","2020-04-08","BRU"
"12","2020-04-08","VLA"
"2","2020-04-08","VLA"
"30","2020-04-08","WAL"
"20","2020-04-08","WAL"
"10","2020-04-08","WAL"
"0","2020-04-08","VLA"
"5","2020-04-08","BRU"
"15","2020-04-08","BRU"
"25","2020-04-08","BRU"
"10","2020-04-08","VLA"
"10","2020-04-09","VLA"
"5","2020-04-09","VLA"
"30","2020-04-09","VLA"
"3","2020-04-09","VLA"
"3","2020-04-10","VLA"
"5","2020-04-10","VLA"
"10","2020-04-10","VLA"
"15","2020-04-10","WAL"
"10","2020-04-10","VLA"
"10","2020-04-10","VLA"
"5","2020-04-13","VLA"
"10","2020-04-13","VLA"
"10","2020-04-14","VLA"
"10","2020-04-14","VLA"
"1","2020-04-14","VLA"
"5","2020-04-14","VLA"
"5","2020-04-14","VLA"
"5","2020-04-15","BRU"
"8","2020-04-15","VLA"
"10","2020-04-15","VLA"
"10","2020-04-15","VLA"
"5","2020-04-15","VLA"
"10","2020-04-15","VLA"
"10","2020-04-15","VLA"
"1","2020-04-15","VLA"
"20","2020-04-15","BRU"
"20","2020-04-15","VLA"
"25","2020-04-15","VLA"
"8","2020-04-15","VLA"
"20","2020-04-15","WAL"
"5","2020-04-15","VLA"
"5","2020-04-15","VLA"
"5","2020-04-15","VLA"
"5","2020-04-15","VLA"
"15","2020-04-15","VLA"
"15","2020-04-15","VLA"
"5","2020-04-15","BRU"
"15","2020-04-15","VLA"
"20","2020-04-15","WAL"
"10","2020-04-15","VLA"
"100","2020-04-15","WAL"
"10","2020-04-15","VLA"
"10","2020-04-15","VLA"
"20","2020-04-15","VLA"
"15","2020-04-15","VLA"
"15","2020-04-15","BRU"
"6","2020-04-15","BRU"
"15","2020-04-15","BRU"
"10","2020-04-15","WAL"
"10","2020-04-15","VLA"
"25","2020-04-15","VLA"
"3","2020-04-15","VLA"
"30","2020-04-15","VLA"
"15","2020-04-15","VLA"
"15","2020-04-15","VLA"
"25","2020-04-15","WAL"
"2","2020-04-15","VLA"
"10","2020-04-15","VLA"
"5","2020-04-15","VLA"
"20","2020-04-15","VLA"
"10","2020-04-15","WAL"
"15","2020-04-15","VLA"
"4","2020-04-15","VLA"
"40","2020-04-15","VLA"
"20","2020-04-15","VLA"
"8","2020-04-15","VLA"
"15","2020-04-15","VLA"
"10","2020-04-15","VLA"
"15","2020-04-15","VLA"
"10","2020-04-15","VLA"
"10","2020-04-15","VLA"
"58","2020-04-15","VLA"
"2","2020-04-15","VLA"
"15","2020-04-15","VLA"
"30","2020-04-15","VLA"
"8","2020-04-15","VLA"
"2","2020-04-15","VLA"
"10","2020-04-15","VLA"
"3","2020-04-15","VLA"
"10","2020-04-15","VLA"
"10","2020-04-15","VLA"
"10","2020-04-15","VLA"
"20","2020-04-15","BRU"
"10","2020-04-15","WAL"
"5","2020-04-15","VLA"
"20","2020-04-15","WAL"
"10","2020-04-15","VLA"
"10","2020-04-15","VLA"
"50","2020-04-15","BRU"
"30","2020-04-15","VLA"
"10","2020-04-15","WAL"
"10","2020-04-15","VLA"
"20","2020-04-15","VLA"
"10","2020-04-15","VLA"
"5","2020-04-15","VLA"
"2","2020-04-15","VLA"
"10","2020-04-15","VLA"
"5","2020-04-15","VLA"
"10","2020-04-15","BRU"
"15","2020-04-15","VLA"
"5","2020-04-15","VLA"
"5","2020-04-15","VLA"
"2","2020-04-15","VLA"
"10","2020-04-15","WAL"
"10","2020-04-15","WAL"
"3","2020-04-15","VLA"
"10","2020-04-15","BRU"
"5","2020-04-15","VLA"
"8","2020-04-15","VLA"
"5","2020-04-15","VLA"
"10","2020-04-15","VLA"
"8","2020-04-15","VLA"
"10","2020-04-15","VLA"
"5","2020-04-15","VLA"
"25","2020-04-16","VLA"
"25","2020-04-16","WAL"
"5","2020-04-16","WAL"
"30","2020-04-16","VLA"
"6","2020-04-16","VLA"
"60","2020-04-16","VLA"
"10","2020-04-16","VLA"
"5","2020-04-16","VLA"
"10","2020-04-16","VLA"
"5","2020-04-16","VLA"
"10","2020-04-16","VLA"
"10","2020-04-16","VLA"
"5","2020-04-16","VLA"
"5","2020-04-16","VLA"
"8","2020-04-16","VLA"
"10","2020-04-16","WAL"
"10","2020-04-16","WAL"
"15","2020-04-16","VLA"
"5","2020-04-16","VLA"
"20","2020-04-16","VLA"
"5","2020-04-16","VLA"
"20","2020-04-16","WAL"
"05","2020-04-16","VLA"
"10","2020-04-16","VLA"
"20","2020-04-16","VLA"
"15","2020-04-16","VLA"
"20","2020-04-16","VLA"
"15","2020-04-16","BRU"
"15","2020-04-16","WAL"
"10","2020-04-16","WAL"
"10","2020-04-16","VLA"
"15","2020-04-16","VLA"
"10","2020-04-16","VLA"
"20","2020-04-16","VLA"
"10","2020-04-16","VLA"
"20","2020-04-16","WAL"
"20","2020-04-16","WAL"
"30","2020-04-16","WAL"
"5","2020-04-16","BRU"
"5","2020-04-16","VLA"
"80","2020-04-16","WAL"
"40","2020-04-16","WAL"
"5","2020-04-16","WAL"
"7","2020-04-16","VLA"
"10","2020-04-16","VLA"
"15","2020-04-16","VLA"
"10","2020-04-16","VLA"
"60","2020-04-16","WAL"
"20","2020-04-16","WAL"
"20","2020-04-16","VLA"
"40","2020-04-16","VLA"
"25","2020-04-16","WAL"
"10","2020-04-16","WAL"
"30","2020-04-16","WAL"
"10","2020-04-16","VLA"
"5","2020-04-16","VLA"
"15","2020-04-16","VLA"
"6","2020-04-16","VLA"
